,Suburb,Rooms,Type,Price,Distance,Postcode,Bedroom2,Bathroom,Car,YearBuilt,CouncilArea,Regionname,Lattitude,Longtitude,BuildingArea,zipcode_int,airbnb_price_mean,airbnb_record_count
155,Altona,3,u,605000.0,13.8,3018.0,3.0,2.0,2.0,,Hobsons Bay,Western Metropolitan,-37.8646,144.827,,3018.0,85.62162162162163,37.0
156,Altona,3,t,705000.0,13.8,3018.0,3.0,2.0,2.0,,Hobsons Bay,Western Metropolitan,-37.8579,144.8181,152.0,3018.0,85.62162162162163,37.0
157,Altona,2,u,391000.0,13.8,3018.0,2.0,1.0,1.0,1965.0,Hobsons Bay,Western Metropolitan,-37.8678,144.8384,65.0,3018.0,85.62162162162163,37.0
158,Altona,2,u,440000.0,13.8,3018.0,2.0,1.0,1.0,,Hobsons Bay,Western Metropolitan,-37.8659,144.83100000000005,,3018.0,85.62162162162163,37.0
159,Altona,4,h,845000.0,13.8,3018.0,4.0,1.0,2.0,1950.0,Hobsons Bay,Western Metropolitan,-37.8658,144.8155,130.0,3018.0,85.62162162162163,37.0
160,Altona,3,t,743000.0,13.8,3018.0,3.0,2.0,2.0,,Hobsons Bay,Western Metropolitan,-37.8698,144.816,176.0,3018.0,85.62162162162163,37.0
161,Altona,3,u,730000.0,13.8,3018.0,3.0,2.0,1.0,2014.0,Hobsons Bay,Western Metropolitan,-37.868,144.8286,141.0,3018.0,85.62162162162163,37.0
162,Altona,3,h,635000.0,13.8,3018.0,3.0,1.0,4.0,1960.0,Hobsons Bay,Western Metropolitan,-37.8611,144.8114,,3018.0,85.62162162162163,37.0
163,Altona,2,u,620000.0,13.8,3018.0,2.0,1.0,1.0,,Hobsons Bay,Western Metropolitan,-37.8676,144.8202,,3018.0,85.62162162162163,37.0
164,Altona,2,u,447000.0,13.8,3018.0,2.0,1.0,1.0,1990.0,Hobsons Bay,Western Metropolitan,-37.8655,144.8299,77.0,3018.0,85.62162162162163,37.0
165,Altona,3,u,730000.0,13.8,3018.0,3.0,2.0,1.0,,Hobsons Bay,Western Metropolitan,-37.868,144.8287,,3018.0,85.62162162162163,37.0
166,Altona,3,h,678000.0,13.8,3018.0,3.0,1.0,2.0,1950.0,Hobsons Bay,Western Metropolitan,-37.8608,144.8124,87.0,3018.0,85.62162162162163,37.0
167,Altona,2,u,580000.0,13.8,3018.0,2.0,2.0,1.0,2013.0,Hobsons Bay,Western Metropolitan,-37.8687,144.8268,76.0,3018.0,85.62162162162163,37.0
168,Altona,3,h,712000.0,13.8,3018.0,3.0,1.0,2.0,,Hobsons Bay,Western Metropolitan,-37.8674,144.8375,,3018.0,85.62162162162163,37.0
169,Altona,3,h,840000.0,13.8,3018.0,3.0,2.0,2.0,1965.0,Hobsons Bay,Western Metropolitan,-37.86,144.8245,136.0,3018.0,85.62162162162163,37.0
170,Altona,3,h,980000.0,13.8,3018.0,3.0,1.0,2.0,,Hobsons Bay,Western Metropolitan,-37.8672,144.817,,3018.0,85.62162162162163,37.0
171,Altona,3,t,605100.0,13.8,3018.0,3.0,2.0,0.0,,Hobsons Bay,Western Metropolitan,-37.8583,144.8172,,3018.0,85.62162162162163,37.0
172,Altona,3,h,880000.0,13.8,3018.0,3.0,3.0,1.0,,Hobsons Bay,Western Metropolitan,-37.8699,144.8235,,3018.0,85.62162162162163,37.0
173,Altona,3,u,577000.0,13.8,3018.0,3.0,2.0,1.0,2007.0,Hobsons Bay,Western Metropolitan,-37.8684,144.815,113.0,3018.0,85.62162162162163,37.0
174,Altona,4,h,1030000.0,13.8,3018.0,4.0,1.0,0.0,,Hobsons Bay,Western Metropolitan,-37.8663,144.8387,,3018.0,85.62162162162163,37.0
175,Altona,3,u,605000.0,13.8,3018.0,3.0,1.0,2.0,,Hobsons Bay,Western Metropolitan,-37.8659,144.822,,3018.0,85.62162162162163,37.0
176,Altona,3,h,753000.0,13.8,3018.0,3.0,2.0,2.0,,Hobsons Bay,Western Metropolitan,-37.8612,144.8247,,3018.0,85.62162162162163,37.0
177,Altona,2,h,857000.0,13.8,3018.0,2.0,2.0,1.0,1950.0,Hobsons Bay,Western Metropolitan,-37.8653,144.8129,100.0,3018.0,85.62162162162163,37.0
178,Altona,3,h,1500000.0,13.8,3018.0,3.0,1.0,1.0,,Hobsons Bay,Western Metropolitan,-37.8651,144.832,,3018.0,85.62162162162163,37.0
179,Altona,3,u,730000.0,13.8,3018.0,3.0,2.0,1.0,2014.0,Hobsons Bay,Western Metropolitan,-37.868,144.8285,3.0,3018.0,85.62162162162163,37.0
180,Altona,3,h,900000.0,13.8,3018.0,3.0,1.0,4.0,,Hobsons Bay,Western Metropolitan,-37.871,144.8075,,3018.0,85.62162162162163,37.0
181,Altona,3,h,740000.0,13.8,3018.0,3.0,1.0,2.0,,Hobsons Bay,Western Metropolitan,-37.8631,144.8195,,3018.0,85.62162162162163,37.0
182,Altona,4,h,931000.0,13.8,3018.0,4.0,2.0,3.0,1970.0,Hobsons Bay,Western Metropolitan,-37.8637,144.8365,,3018.0,85.62162162162163,37.0
183,Altona,2,h,535600.0,13.8,3018.0,2.0,1.0,1.0,1996.0,Hobsons Bay,Western Metropolitan,-37.8646,144.8272,91.0,3018.0,85.62162162162163,37.0
184,Altona North,5,h,1085000.0,11.1,3025.0,5.0,3.0,6.0,1965.0,Hobsons Bay,Western Metropolitan,-37.8388,144.8567,251.0,3025.0,113.76470588235294,17.0
185,Altona North,3,h,781000.0,11.1,3025.0,3.0,1.0,2.0,1970.0,Hobsons Bay,Western Metropolitan,-37.8291,144.835,117.0,3025.0,113.76470588235294,17.0
186,Altona North,3,h,750000.0,11.1,3025.0,3.0,1.0,3.0,,Hobsons Bay,Western Metropolitan,-37.8449,144.85,,3025.0,113.76470588235294,17.0
187,Altona North,2,t,421000.0,11.1,3025.0,2.0,1.0,1.0,2009.0,Hobsons Bay,Western Metropolitan,-37.8351,144.8529,77.0,3025.0,113.76470588235294,17.0
188,Altona North,3,h,1405000.0,11.1,3025.0,3.0,1.0,3.0,,Hobsons Bay,Western Metropolitan,-37.8338,144.8562,,3025.0,113.76470588235294,17.0
189,Altona North,3,h,683000.0,11.1,3025.0,3.0,1.0,2.0,1967.0,Hobsons Bay,Western Metropolitan,-37.8284,144.8355,167.0,3025.0,113.76470588235294,17.0
190,Altona North,3,h,623000.0,11.1,3025.0,3.0,1.0,3.0,,Hobsons Bay,Western Metropolitan,-37.8267,144.8368,,3025.0,113.76470588235294,17.0
191,Altona North,3,h,720000.0,11.1,3025.0,3.0,2.0,1.0,2012.0,Hobsons Bay,Western Metropolitan,-37.8379,144.8583,130.0,3025.0,113.76470588235294,17.0
192,Altona North,3,h,588000.0,11.1,3025.0,3.0,1.0,1.0,1970.0,Hobsons Bay,Western Metropolitan,-37.838,144.8555,118.0,3025.0,113.76470588235294,17.0
193,Altona North,3,h,710000.0,11.1,3025.0,3.0,1.0,3.0,1960.0,Hobsons Bay,Western Metropolitan,-37.8294,144.8378,116.0,3025.0,113.76470588235294,17.0
194,Altona North,4,h,875000.0,11.1,3025.0,3.0,1.0,4.0,1965.0,Hobsons Bay,Western Metropolitan,-37.8448,144.8529,169.0,3025.0,113.76470588235294,17.0
195,Altona North,3,h,700000.0,11.1,3025.0,3.0,1.0,3.0,,Hobsons Bay,Western Metropolitan,-37.8449,144.85,,3025.0,113.76470588235294,17.0
196,Altona North,2,t,640000.0,11.1,3025.0,2.0,1.0,1.0,1965.0,Hobsons Bay,Western Metropolitan,-37.8397,144.8602,,3025.0,113.76470588235294,17.0
197,Altona North,4,h,650000.0,11.1,3025.0,4.0,1.0,4.0,,Hobsons Bay,Western Metropolitan,-37.8451,144.8529,,3025.0,113.76470588235294,17.0
198,Altona North,3,h,675000.0,11.1,3025.0,3.0,2.0,2.0,2012.0,Hobsons Bay,Western Metropolitan,-37.8337,144.8554,109.0,3025.0,113.76470588235294,17.0
199,Altona North,3,h,708000.0,11.1,3025.0,3.0,1.0,2.0,1960.0,Hobsons Bay,Western Metropolitan,-37.8258,144.8523,97.0,3025.0,113.76470588235294,17.0
200,Altona North,4,h,965000.0,11.1,3025.0,4.0,1.0,4.0,,Hobsons Bay,Western Metropolitan,-37.8345,144.8444,,3025.0,113.76470588235294,17.0
201,Altona North,3,h,680000.0,11.1,3025.0,3.0,1.0,3.0,,Hobsons Bay,Western Metropolitan,-37.8254,144.8514,,3025.0,113.76470588235294,17.0
202,Altona North,3,h,770000.0,11.1,3025.0,3.0,1.0,3.0,,Hobsons Bay,Western Metropolitan,-37.8327,144.8451,603.0,3025.0,113.76470588235294,17.0
203,Altona North,3,h,923000.0,11.1,3025.0,3.0,1.0,2.0,,Hobsons Bay,Western Metropolitan,-37.8269,144.8455,,3025.0,113.76470588235294,17.0
204,Altona North,4,h,693000.0,11.1,3025.0,4.0,2.0,4.0,2008.0,Hobsons Bay,Western Metropolitan,-37.8391,144.8467,170.0,3025.0,113.76470588235294,17.0
205,Altona North,3,h,620000.0,11.1,3025.0,5.0,2.0,2.0,2010.0,Hobsons Bay,Western Metropolitan,-37.8262,144.8443,100.0,3025.0,113.76470588235294,17.0
206,Altona North,3,h,728500.0,11.1,3025.0,3.0,1.0,1.0,1960.0,Hobsons Bay,Western Metropolitan,-37.8277,144.8385,157.0,3025.0,113.76470588235294,17.0
207,Altona North,3,h,931000.0,11.1,3025.0,3.0,2.0,1.0,1950.0,Hobsons Bay,Western Metropolitan,-37.8382,144.8649,160.0,3025.0,113.76470588235294,17.0
208,Altona North,3,h,988000.0,11.1,3025.0,3.0,1.0,4.0,2008.0,Hobsons Bay,Western Metropolitan,-37.8423,144.8632,,3025.0,113.76470588235294,17.0
209,Altona North,3,h,590000.0,11.1,3025.0,3.0,1.0,2.0,,Hobsons Bay,Western Metropolitan,-37.8444,144.8491,,3025.0,113.76470588235294,17.0
210,Altona North,2,h,610000.0,11.1,3025.0,2.0,1.0,2.0,,Hobsons Bay,Western Metropolitan,-37.834,144.8553,,3025.0,113.76470588235294,17.0
211,Altona North,3,h,815000.0,11.1,3025.0,3.0,2.0,3.0,1960.0,Hobsons Bay,Western Metropolitan,-37.8318,144.8388,130.0,3025.0,113.76470588235294,17.0
212,Altona North,4,h,970000.0,11.1,3025.0,4.0,1.0,2.0,,Hobsons Bay,Western Metropolitan,-37.833,144.8494,,3025.0,113.76470588235294,17.0
213,Altona North,4,h,760000.0,11.1,3025.0,4.0,1.0,3.0,,Hobsons Bay,Western Metropolitan,-37.8262,144.8439,,3025.0,113.76470588235294,17.0
214,Altona North,4,t,847500.0,11.1,3025.0,4.0,3.0,1.0,,Hobsons Bay,Western Metropolitan,-37.8393,144.8568,,3025.0,113.76470588235294,17.0
215,Altona North,4,h,1200000.0,11.1,3025.0,4.0,1.0,4.0,1960.0,Hobsons Bay,Western Metropolitan,-37.8375,144.8541,158.0,3025.0,113.76470588235294,17.0
216,Altona North,3,h,700000.0,11.1,3025.0,3.0,1.0,1.0,,Hobsons Bay,Western Metropolitan,-37.8441,144.8505,,3025.0,113.76470588235294,17.0
217,Altona North,3,h,625000.0,11.1,3025.0,3.0,1.0,1.0,,Hobsons Bay,Western Metropolitan,-37.8285,144.8351,,3025.0,113.76470588235294,17.0
218,Altona North,2,u,292000.0,11.1,3025.0,2.0,1.0,1.0,1970.0,Hobsons Bay,Western Metropolitan,-37.8332,144.8649,70.0,3025.0,113.76470588235294,17.0
219,Armadale,2,u,599000.0,6.3,3143.0,2.0,1.0,1.0,1964.0,Stonnington,Southern Metropolitan,-37.8543,145.0262,76.0,3143.0,192.46376811594203,69.0
220,Armadale,2,u,550000.0,6.3,3143.0,2.0,1.0,0.0,,Stonnington,Southern Metropolitan,-37.8539,145.0284,,3143.0,192.46376811594203,69.0
221,Armadale,3,u,995000.0,6.3,3143.0,3.0,2.0,2.0,1998.0,Stonnington,Southern Metropolitan,-37.8552,145.016,100.0,3143.0,192.46376811594203,69.0
222,Armadale,3,t,1205000.0,6.3,3143.0,3.0,2.0,2.0,2000.0,Stonnington,Southern Metropolitan,-37.854,145.0135,105.0,3143.0,192.46376811594203,69.0
223,Armadale,3,h,1939000.0,6.3,3143.0,3.0,2.0,2.0,1889.0,Stonnington,Southern Metropolitan,-37.8614,145.0274,150.0,3143.0,192.46376811594203,69.0
224,Armadale,1,u,421500.0,6.3,3143.0,1.0,1.0,0.0,,Stonnington,Southern Metropolitan,-37.853,145.0167,,3143.0,192.46376811594203,69.0
225,Armadale,3,h,1870000.0,6.3,3143.0,3.0,1.0,1.0,1888.0,Stonnington,Southern Metropolitan,-37.8592,145.0182,116.0,3143.0,192.46376811594203,69.0
226,Armadale,2,u,678000.0,6.3,3143.0,2.0,1.0,2.0,,Stonnington,Southern Metropolitan,-37.8538,145.0127,,3143.0,192.46376811594203,69.0
227,Armadale,3,t,1918000.0,6.3,3143.0,3.0,2.0,2.0,1995.0,Stonnington,Southern Metropolitan,-37.8537,145.0267,165.0,3143.0,192.46376811594203,69.0
228,Armadale,2,u,660000.0,6.3,3143.0,2.0,1.0,1.0,,Stonnington,Southern Metropolitan,-37.8619,145.0257,,3143.0,192.46376811594203,69.0
229,Armadale,3,h,2050000.0,6.3,3143.0,3.0,2.0,1.0,1910.0,Stonnington,Southern Metropolitan,-37.8574,145.0281,116.0,3143.0,192.46376811594203,69.0
230,Armadale,2,u,700000.0,6.3,3143.0,2.0,1.0,2.0,,Stonnington,Southern Metropolitan,-37.8552,145.016,,3143.0,192.46376811594203,69.0
231,Armadale,4,h,3000000.0,6.3,3143.0,4.0,2.0,2.0,1934.0,Stonnington,Southern Metropolitan,-37.858,145.0111,,3143.0,192.46376811594203,69.0
232,Armadale,5,h,1525000.0,6.3,3143.0,8.0,2.0,2.0,,Stonnington,Southern Metropolitan,-37.8638,145.0229,,3143.0,192.46376811594203,69.0
233,Armadale,3,u,735000.0,6.3,3143.0,3.0,2.0,1.0,1970.0,Stonnington,Southern Metropolitan,-37.8543,145.0262,14.0,3143.0,192.46376811594203,69.0
234,Armadale,2,u,825000.0,6.3,3143.0,2.0,1.0,1.0,,Stonnington,Southern Metropolitan,-37.8528,145.0268,,3143.0,192.46376811594203,69.0
235,Armadale,3,t,1586000.0,6.3,3143.0,2.0,2.0,2.0,,Stonnington,Southern Metropolitan,-37.8566,145.0116,,3143.0,192.46376811594203,69.0
236,Armadale,2,u,645000.0,6.3,3143.0,3.0,1.0,1.0,1960.0,Stonnington,Southern Metropolitan,-37.8596,145.0198,,3143.0,192.46376811594203,69.0
237,Armadale,1,h,1435000.0,6.3,3143.0,2.0,2.0,1.0,1900.0,Stonnington,Southern Metropolitan,-37.8564,145.0228,107.0,3143.0,192.46376811594203,69.0
238,Armadale,1,u,280000.0,6.3,3143.0,1.0,1.0,1.0,1975.0,Stonnington,Southern Metropolitan,-37.8619,145.0185,38.0,3143.0,192.46376811594203,69.0
239,Armadale,1,u,400000.0,6.3,3143.0,1.0,1.0,1.0,,Stonnington,Southern Metropolitan,-37.8605,145.0185,,3143.0,192.46376811594203,69.0
240,Armadale,2,h,1780000.0,6.3,3143.0,2.0,2.0,2.0,,Stonnington,Southern Metropolitan,-37.8537,145.0267,,3143.0,192.46376811594203,69.0
241,Armadale,2,u,592500.0,6.3,3143.0,2.0,1.0,1.0,1970.0,Stonnington,Southern Metropolitan,-37.8574,145.0174,73.0,3143.0,192.46376811594203,69.0
242,Armadale,2,h,1210000.0,6.3,3143.0,2.0,1.0,0.0,1910.0,Stonnington,Southern Metropolitan,-37.8543,145.016,96.0,3143.0,192.46376811594203,69.0
243,Armadale,4,h,2801000.0,6.3,3143.0,4.0,2.0,2.0,1900.0,Stonnington,Southern Metropolitan,-37.8536,145.0173,222.0,3143.0,192.46376811594203,69.0
244,Armadale,1,u,390000.0,6.3,3143.0,1.0,1.0,0.0,,Stonnington,Southern Metropolitan,-37.8614,145.0222,,3143.0,192.46376811594203,69.0
245,Armadale,3,h,1800000.0,6.3,3143.0,3.0,2.0,2.0,1910.0,Stonnington,Southern Metropolitan,-37.8545,145.0145,121.0,3143.0,192.46376811594203,69.0
246,Armadale,4,h,2200000.0,6.3,3143.0,4.0,1.0,2.0,1900.0,Stonnington,Southern Metropolitan,-37.8613,145.0264,163.0,3143.0,192.46376811594203,69.0
247,Armadale,1,u,324000.0,6.3,3143.0,1.0,1.0,1.0,,Stonnington,Southern Metropolitan,-37.8537,145.0114,,3143.0,192.46376811594203,69.0
248,Armadale,2,h,1125000.0,6.3,3143.0,3.0,1.0,2.0,,Stonnington,Southern Metropolitan,-37.851,145.0161,,3143.0,192.46376811594203,69.0
249,Armadale,3,h,2250000.0,6.3,3143.0,3.0,3.0,1.0,,Stonnington,Southern Metropolitan,-37.8511,145.0167,,3143.0,192.46376811594203,69.0
250,Armadale,3,h,2360000.0,6.3,3143.0,3.0,2.0,0.0,,Stonnington,Southern Metropolitan,-37.8558,145.015,,3143.0,192.46376811594203,69.0
251,Armadale,2,h,1900000.0,6.3,3143.0,2.0,2.0,0.0,,Stonnington,Southern Metropolitan,-37.8571,145.0224,,3143.0,192.46376811594203,69.0
252,Armadale,1,u,440000.0,6.3,3143.0,1.0,1.0,1.0,1970.0,Stonnington,Southern Metropolitan,-37.8531,145.0115,53.0,3143.0,192.46376811594203,69.0
253,Armadale,2,u,490000.0,6.3,3143.0,2.0,1.0,1.0,1966.0,Stonnington,Southern Metropolitan,-37.8646,145.0247,,3143.0,192.46376811594203,69.0
254,Armadale,3,h,2365000.0,6.3,3143.0,3.0,2.0,1.0,,Stonnington,Southern Metropolitan,-37.8521,145.019,,3143.0,192.46376811594203,69.0
255,Armadale,3,h,1300000.0,6.3,3143.0,2.0,1.0,2.0,1900.0,Stonnington,Southern Metropolitan,-37.8542,145.0149,106.0,3143.0,192.46376811594203,69.0
256,Armadale,3,u,732000.0,6.3,3143.0,3.0,2.0,2.0,,Stonnington,Southern Metropolitan,-37.8597,145.0104,,3143.0,192.46376811594203,69.0
257,Armadale,2,u,704000.0,6.3,3143.0,2.0,1.0,1.0,1969.0,Stonnington,Southern Metropolitan,-37.8573,145.0186,74.0,3143.0,192.46376811594203,69.0
258,Armadale,2,u,620000.0,6.3,3143.0,3.0,1.0,1.0,1970.0,Stonnington,Southern Metropolitan,-37.8596,145.0198,98.0,3143.0,192.46376811594203,69.0
259,Armadale,3,h,1900000.0,6.3,3143.0,3.0,1.0,2.0,1900.0,Stonnington,Southern Metropolitan,-37.8559,145.0158,108.0,3143.0,192.46376811594203,69.0
260,Armadale,1,u,315000.0,6.3,3143.0,1.0,1.0,1.0,,Stonnington,Southern Metropolitan,-37.8575,145.0174,,3143.0,192.46376811594203,69.0
261,Armadale,1,u,450000.0,6.3,3143.0,1.0,1.0,1.0,,Stonnington,Southern Metropolitan,-37.8509,145.0203,,3143.0,192.46376811594203,69.0
262,Armadale,2,u,710000.0,6.3,3143.0,2.0,1.0,1.0,1970.0,Stonnington,Southern Metropolitan,-37.8573,145.0186,80.0,3143.0,192.46376811594203,69.0
263,Armadale,2,u,872000.0,6.3,3143.0,2.0,1.0,1.0,1953.0,Stonnington,Southern Metropolitan,-37.8604,145.0147,,3143.0,192.46376811594203,69.0
264,Armadale,2,u,598000.0,6.3,3143.0,2.0,1.0,1.0,1970.0,Stonnington,Southern Metropolitan,-37.8593,145.0156,88.0,3143.0,192.46376811594203,69.0
265,Armadale,3,h,1285000.0,6.3,3143.0,3.0,1.0,2.0,1920.0,Stonnington,Southern Metropolitan,-37.8554,145.0173,80.0,3143.0,192.46376811594203,69.0
266,Armadale,2,u,520000.0,6.3,3143.0,1.0,1.0,1.0,1970.0,Stonnington,Southern Metropolitan,-37.8618,145.0183,76.0,3143.0,192.46376811594203,69.0
267,Armadale,3,t,1101000.0,6.3,3143.0,3.0,1.0,2.0,2000.0,Stonnington,Southern Metropolitan,-37.8542,145.0135,3.0,3143.0,192.46376811594203,69.0
268,Armadale,4,h,2000000.0,6.3,3143.0,4.0,3.0,4.0,,Stonnington,Southern Metropolitan,-37.8611,145.0195,,3143.0,192.46376811594203,69.0
269,Armadale,3,u,869000.0,6.3,3143.0,2.0,1.0,1.0,1940.0,Stonnington,Southern Metropolitan,-37.853,145.0264,91.0,3143.0,192.46376811594203,69.0
270,Armadale,5,h,2810000.0,6.3,3143.0,5.0,2.0,2.0,,Stonnington,Southern Metropolitan,-37.8611,145.0271,,3143.0,192.46376811594203,69.0
271,Armadale,2,u,565000.0,6.3,3143.0,3.0,1.0,1.0,,Stonnington,Southern Metropolitan,-37.8573,145.0112,,3143.0,192.46376811594203,69.0
272,Armadale,1,u,567000.0,6.3,3143.0,1.0,1.0,1.0,2013.0,Stonnington,Southern Metropolitan,-37.8549,145.0113,53.0,3143.0,192.46376811594203,69.0
273,Armadale,2,u,546000.0,6.3,3143.0,2.0,0.0,0.0,,Stonnington,Southern Metropolitan,-37.8568,145.0161,,3143.0,192.46376811594203,69.0
274,Armadale,2,u,471500.0,6.3,3143.0,2.0,1.0,1.0,1980.0,Stonnington,Southern Metropolitan,-37.8503,145.0185,,3143.0,192.46376811594203,69.0
275,Ascot Vale,2,u,455000.0,5.9,3032.0,3.0,1.0,2.0,,Moonee Valley,Western Metropolitan,-37.7756,144.9165,,3032.0,111.61363636363636,176.0
276,Ascot Vale,3,h,940000.0,5.9,3032.0,3.0,1.0,2.0,1920.0,Moonee Valley,Western Metropolitan,-37.7777,144.9195,108.0,3032.0,111.61363636363636,176.0
277,Ascot Vale,2,u,467000.0,5.9,3032.0,2.0,1.0,1.0,1980.0,Moonee Valley,Western Metropolitan,-37.7761,144.9201,62.0,3032.0,111.61363636363636,176.0
278,Ascot Vale,3,h,1380000.0,5.9,3032.0,3.0,2.0,2.0,1910.0,Moonee Valley,Western Metropolitan,-37.7777,144.9221,174.0,3032.0,111.61363636363636,176.0
279,Ascot Vale,2,u,490000.0,5.9,3032.0,2.0,1.0,1.0,1970.0,Moonee Valley,Western Metropolitan,-37.7736,144.9015,62.0,3032.0,111.61363636363636,176.0
280,Ascot Vale,4,h,1850000.0,5.9,3032.0,4.0,3.0,1.0,1900.0,Moonee Valley,Western Metropolitan,-37.7729,144.9179,270.0,3032.0,111.61363636363636,176.0
281,Ascot Vale,3,h,1284000.0,5.9,3032.0,3.0,1.0,2.0,1938.0,Moonee Valley,Western Metropolitan,-37.7758,144.9089,,3032.0,111.61363636363636,176.0
282,Ascot Vale,3,h,971000.0,5.9,3032.0,3.0,2.0,2.0,1900.0,Moonee Valley,Western Metropolitan,-37.775,144.9091,128.0,3032.0,111.61363636363636,176.0
283,Ascot Vale,2,h,710000.0,5.9,3032.0,2.0,1.0,1.0,1890.0,Moonee Valley,Western Metropolitan,-37.7776,144.9142,77.0,3032.0,111.61363636363636,176.0
284,Ascot Vale,6,h,2425000.0,5.9,3032.0,6.0,3.0,2.0,1887.0,Moonee Valley,Western Metropolitan,-37.7721,144.9184,435.0,3032.0,111.61363636363636,176.0
285,Ascot Vale,2,h,750000.0,5.9,3032.0,2.0,1.0,1.0,1920.0,Moonee Valley,Western Metropolitan,-37.7745,144.9093,92.0,3032.0,111.61363636363636,176.0
286,Ascot Vale,2,h,1053000.0,5.9,3032.0,2.0,1.0,1.0,1900.0,Moonee Valley,Western Metropolitan,-37.7748,144.929,109.0,3032.0,111.61363636363636,176.0
287,Ascot Vale,3,h,1377000.0,5.9,3032.0,3.0,1.0,1.0,1900.0,Moonee Valley,Western Metropolitan,-37.7756,144.9208,168.0,3032.0,111.61363636363636,176.0
288,Ascot Vale,3,h,970000.0,5.9,3032.0,3.0,1.0,2.0,1904.0,Moonee Valley,Western Metropolitan,-37.7759,144.91,125.0,3032.0,111.61363636363636,176.0
289,Ascot Vale,2,h,940000.0,5.9,3032.0,2.0,1.0,1.0,,Moonee Valley,Western Metropolitan,-37.773,144.9049,,3032.0,111.61363636363636,176.0
290,Ascot Vale,2,h,751000.0,5.9,3032.0,2.0,1.0,1.0,1890.0,Moonee Valley,Western Metropolitan,-37.7807,144.9288,79.0,3032.0,111.61363636363636,176.0
291,Ascot Vale,2,h,950000.0,5.9,3032.0,2.0,1.0,1.0,1900.0,Moonee Valley,Western Metropolitan,-37.7731,144.9206,102.0,3032.0,111.61363636363636,176.0
292,Ascot Vale,2,u,685000.0,5.9,3032.0,2.0,1.0,2.0,1995.0,Moonee Valley,Western Metropolitan,-37.7718,144.9066,90.0,3032.0,111.61363636363636,176.0
293,Ascot Vale,3,h,1230000.0,5.9,3032.0,4.0,1.0,2.0,1960.0,Moonee Valley,Western Metropolitan,-37.7819,144.9064,148.0,3032.0,111.61363636363636,176.0
294,Ascot Vale,2,h,636500.0,5.9,3032.0,2.0,1.0,1.0,,Moonee Valley,Western Metropolitan,-37.7738,144.9345,,3032.0,111.61363636363636,176.0
295,Ascot Vale,3,h,910000.0,5.9,3032.0,3.0,1.0,0.0,,Moonee Valley,Western Metropolitan,-37.7746,144.9112,,3032.0,111.61363636363636,176.0
296,Ascot Vale,2,h,770000.0,5.9,3032.0,2.0,1.0,1.0,1900.0,Moonee Valley,Western Metropolitan,-37.7774,144.9186,87.0,3032.0,111.61363636363636,176.0
297,Ascot Vale,3,h,960000.0,5.9,3032.0,3.0,2.0,2.0,2011.0,Moonee Valley,Western Metropolitan,-37.7778,144.9065,,3032.0,111.61363636363636,176.0
298,Ascot Vale,4,h,890000.0,5.9,3032.0,4.0,1.0,1.0,1890.0,Moonee Valley,Western Metropolitan,-37.7766,144.9143,185.0,3032.0,111.61363636363636,176.0
299,Ascot Vale,2,h,965000.0,5.9,3032.0,2.0,1.0,1.0,,Moonee Valley,Western Metropolitan,-37.7732,144.9206,,3032.0,111.61363636363636,176.0
300,Ascot Vale,3,h,1440000.0,5.9,3032.0,3.0,1.0,1.0,1900.0,Moonee Valley,Western Metropolitan,-37.7725,144.9146,131.0,3032.0,111.61363636363636,176.0
301,Ascot Vale,2,h,955000.0,5.9,3032.0,2.0,1.0,0.0,,Moonee Valley,Western Metropolitan,-37.7825,144.9208,,3032.0,111.61363636363636,176.0
302,Ascot Vale,2,u,450000.0,5.9,3032.0,2.0,1.0,1.0,2010.0,Moonee Valley,Western Metropolitan,-37.7731,144.9074,,3032.0,111.61363636363636,176.0
303,Ascot Vale,3,h,801000.0,5.9,3032.0,3.0,1.0,2.0,1950.0,Moonee Valley,Western Metropolitan,-37.781,144.9207,,3032.0,111.61363636363636,176.0
304,Ascot Vale,3,h,1000000.0,5.9,3032.0,3.0,2.0,2.0,1955.0,Moonee Valley,Western Metropolitan,-37.7746,144.9031,120.0,3032.0,111.61363636363636,176.0
305,Ascot Vale,3,h,1435000.0,5.9,3032.0,3.0,2.0,2.0,1950.0,Moonee Valley,Western Metropolitan,-37.7737,144.904,147.0,3032.0,111.61363636363636,176.0
306,Ascot Vale,1,u,390000.0,5.9,3032.0,1.0,1.0,1.0,1972.0,Moonee Valley,Western Metropolitan,-37.7723,144.9094,58.0,3032.0,111.61363636363636,176.0
307,Ascot Vale,3,h,1425000.0,5.9,3032.0,3.0,2.0,2.0,1920.0,Moonee Valley,Western Metropolitan,-37.7821,144.9055,139.0,3032.0,111.61363636363636,176.0
308,Ascot Vale,4,h,1340000.0,5.9,3032.0,3.0,2.0,2.0,1978.0,Moonee Valley,Western Metropolitan,-37.775,144.93200000000004,232.0,3032.0,111.61363636363636,176.0
309,Ascot Vale,3,h,955000.0,5.9,3032.0,3.0,1.0,1.0,1910.0,Moonee Valley,Western Metropolitan,-37.7753,144.9116,117.0,3032.0,111.61363636363636,176.0
310,Ascot Vale,4,h,1100000.0,5.9,3032.0,4.0,2.0,5.0,1920.0,Moonee Valley,Western Metropolitan,-37.7791,144.9136,195.0,3032.0,111.61363636363636,176.0
